id_permintaan,nomor_tiket,pemohon_nama,jenis_layanan_id,timestamp_submit,tanggal_selesai,status_penyelesaian,rating_kepuasan
REQ-783,TKT-202504-0783,dr. Daniswara Nasyiah,1,2025-04-12 02:13:08.346411,2025-04-13 00:13:08.346411,Selesai,4.22
REQ-784,TKT-202503-0784,Ozy Haryanto,1,2025-03-29 02:20:21.001723,2025-03-29 21:20:21.001723,Selesai,3.58
REQ-785,TKT-202412-0785,Jayeng Nugroho,4,2024-12-04 04:20:46.138347,2024-12-05 21:20:46.138347,Selesai,4.1
REQ-786,TKT-202510-0786,Ir. Kardi Setiawan,2,2025-10-20 10:53:27.110469,2025-10-22 16:53:27.110469,Selesai,3.1
REQ-787,TKT-202412-0787,"Mila Saragih, M.Pd",3,2024-12-04 09:38:48.958101,2024-12-06 13:38:48.958101,Selesai,4.99
REQ-788,TKT-202506-0788,Prabawa Firmansyah,1,2025-06-13 04:32:23.067565,2025-06-16 03:32:23.067565,Selesai,4.01
REQ-789,TKT-202501-0789,Mila Latupono,2,2025-01-30 18:25:23.259582,2025-02-01 20:25:23.259582,Selesai,3.31
REQ-790,TKT-202501-0790,Karya Siregar,3,2025-01-15 23:08:55.472375,2025-01-16 08:08:55.472375,Selesai,4.48
REQ-791,TKT-202507-0791,"T. Martani Pranowo, S.Pt",2,2025-07-07 12:04:55.834634,2025-07-09 04:04:55.834634,Selesai,3.72
REQ-792,TKT-202412-0792,"Dr. Koko Kurniawan, S.Kom",4,2024-12-17 20:52:47.688805,2024-12-20 13:52:47.688805,Selesai,4.4
REQ-793,TKT-202510-0793,"Umar Uwais, S.I.Kom",1,2025-10-08 12:29:07.958434,2025-10-10 23:29:07.958434,Selesai,3.97
REQ-794,TKT-202412-0794,Mumpuni Mulyani,2,2024-12-08 11:37:20.222863,2024-12-10 02:37:20.222863,Selesai,4.47
REQ-795,TKT-202412-0795,Ir. Kardi Setiawan,3,2024-12-07 13:34:44.888315,2024-12-08 15:34:44.888315,Selesai,4.94
REQ-796,TKT-202504-0796,"Umar Uwais, S.I.Kom",3,2025-04-06 06:41:20.470532,2025-04-08 21:41:20.470532,Selesai,3.02
REQ-797,TKT-202412-0797,Adinata Mustofa,4,2024-12-07 12:01:21.997393,2024-12-10 05:01:21.997393,Selesai,4.91
REQ-798,TKT-202509-0798,Mulyanto Irawan,2,2025-09-08 22:17:29.748190,2025-09-10 11:17:29.748190,Selesai,4.42
REQ-799,TKT-202503-0799,Kartika Mandala,2,2025-03-07 18:46:58.193634,2025-03-10 18:46:58.193634,Selesai,3.63
REQ-800,TKT-202507-0800,dr. Nasrullah Fujiati,2,2025-07-23 17:14:34.421999,2025-07-26 05:14:34.421999,Selesai,4.0
REQ-801,TKT-202503-0801,Adinata Mustofa,2,2025-03-24 12:41:03.066307,2025-03-26 11:41:03.066307,Selesai,4.1
REQ-802,TKT-202506-0802,Ganep Gunawan,5,2025-06-29 20:50:36.124770,2025-07-02 12:50:36.124770,Selesai,4.92
REQ-803,TKT-202503-0803,Karya Siregar,1,2025-03-29 06:35:18.235619,2025-03-31 22:35:18.235619,Selesai,4.36
REQ-804,TKT-202506-0804,"drg. Lidya Saputra, S.Ked",3,2025-06-02 03:05:22.243498,2025-06-04 17:05:22.243498,Selesai,3.45
REQ-805,TKT-202506-0805,Wirda Laksita,4,2025-06-15 02:31:04.371493,2025-06-16 10:31:04.371493,Selesai,3.55
REQ-806,TKT-202501-0806,Jessica Permadi,2,2025-01-25 19:47:47.400195,2025-01-28 11:47:47.400195,Selesai,3.39
REQ-807,TKT-202504-0807,Dr. Azalea Maulana,1,2025-04-01 00:31:31.965078,2025-04-03 01:31:31.965078,Selesai,3.42
REQ-808,TKT-202503-0808,Langgeng Winarno,1,2025-03-25 10:16:30.159224,2025-03-27 11:16:30.159224,Selesai,4.59
REQ-809,TKT-202502-0809,Adinata Mustofa,1,2025-02-22 03:21:47.354498,2025-02-23 19:21:47.354498,Selesai,4.39
REQ-810,TKT-202510-0810,Ir. Yessi Maulana,5,2025-10-22 05:21:04.985681,2025-10-24 07:21:04.985681,Selesai,3.59
REQ-811,TKT-202412-0811,Jagapati Narpati,1,2024-12-14 10:19:32.545554,2024-12-15 01:19:32.545554,Selesai,4.06
REQ-812,TKT-202501-0812,Kadir Nasyiah,4,2025-01-26 23:59:43.623278,2025-01-28 15:59:43.623278,Selesai,4.92
REQ-813,TKT-202503-0813,Cindy Handayani,1,2025-03-01 05:02:02.552000,2025-03-01 12:02:02.552000,Selesai,4.09
REQ-814,TKT-202506-0814,Lembah Narpati,2,2025-06-14 09:16:21.337584,2025-06-15 13:16:21.337584,Selesai,3.5
REQ-815,TKT-202503-0815,Kamaria Hartati,2,2025-03-05 18:30:55.245236,2025-03-07 08:30:55.245236,Selesai,3.04
REQ-816,TKT-202511-0816,Lintang Astuti,5,2025-11-14 17:23:00.427461,2025-11-16 15:23:00.427461,Selesai,4.36
REQ-817,TKT-202511-0817,Dr. Azalea Maulana,1,2025-11-11 04:07:45.505110,2025-11-14 01:07:45.505110,Selesai,4.5
REQ-818,TKT-202506-0818,"Mila Saragih, M.Pd",2,2025-06-04 02:09:34.003633,2025-06-04 23:09:34.003633,Selesai,3.37
REQ-819,TKT-202509-0819,Lintang Astuti,4,2025-09-20 12:07:33.588014,2025-09-21 15:07:33.588014,Selesai,4.79
REQ-820,TKT-202504-0820,Adinata Mustofa,3,2025-04-20 19:33:42.672590,2025-04-21 18:33:42.672590,Selesai,3.84
REQ-821,TKT-202505-0821,Langgeng Winarno,2,2025-05-08 22:56:09.351286,2025-05-11 09:56:09.351286,Selesai,3.44
REQ-822,TKT-202501-0822,Tgk. Cici Rajata,2,2025-01-12 22:56:30.205456,2025-01-14 21:56:30.205456,Selesai,3.69
REQ-823,TKT-202503-0823,Jagapati Narpati,2,2025-03-26 22:47:37.837882,2025-03-27 05:47:37.837882,Selesai,3.49
REQ-824,TKT-202502-0824,Ganep Gunawan,5,2025-02-15 19:22:24.327445,2025-02-16 15:22:24.327445,Selesai,3.62
REQ-825,TKT-202506-0825,"Dr. Koko Kurniawan, S.Kom",3,2025-06-03 10:27:15.227284,2025-06-04 14:27:15.227284,Selesai,3.65
REQ-826,TKT-202412-0826,dr. Daniswara Nasyiah,4,2024-12-16 06:53:42.297823,2024-12-17 20:53:42.297823,Selesai,3.64
REQ-827,TKT-202501-0827,Padma Mansur,1,2025-01-04 17:11:13.318757,2025-01-06 09:11:13.318757,Selesai,3.01
REQ-828,TKT-202503-0828,Padma Mansur,1,2025-03-15 17:30:50.931862,2025-03-17 07:30:50.931862,Selesai,4.6
REQ-829,TKT-202502-0829,"Endra Hutagalung, S.Pt",3,2025-02-03 15:51:07.773301,2025-02-04 07:51:07.773301,Selesai,4.57
REQ-830,TKT-202508-0830,Kadir Nasyiah,5,2025-08-31 05:15:51.465559,2025-09-01 12:15:51.465559,Selesai,3.21
REQ-831,TKT-202511-0831,Radika Andriani,4,2025-11-08 00:27:36.935677,2025-11-08 04:27:36.935677,Selesai,3.46
REQ-832,TKT-202412-0832,Prabawa Firmansyah,3,2024-12-14 10:18:09.523355,2024-12-16 00:18:09.523355,Selesai,3.73
REQ-833,TKT-202506-0833,Kartika Mandala,2,2025-06-27 17:23:57.094362,2025-06-29 13:23:57.094362,Selesai,3.35
REQ-834,TKT-202503-0834,Warta Maulana,2,2025-03-06 21:34:13.535698,2025-03-09 14:34:13.535698,Selesai,3.53
REQ-835,TKT-202509-0835,Ozy Haryanto,2,2025-09-20 12:57:06.314009,2025-09-22 20:57:06.314009,Selesai,3.56
REQ-836,TKT-202502-0836,"Nadia Wibowo, S.Psi",3,2025-02-28 19:37:32.667883,2025-03-03 05:37:32.667883,Selesai,4.81
REQ-837,TKT-202508-0837,Mila Latupono,4,2025-08-18 16:18:10.157791,2025-08-20 23:18:10.157791,Selesai,4.69
REQ-838,TKT-202501-0838,"Dr. Koko Kurniawan, S.Kom",3,2025-01-04 00:49:34.484278,2025-01-06 06:49:34.484278,Selesai,4.07
REQ-839,TKT-202510-0839,"Mila Saragih, M.Pd",1,2025-10-14 20:36:37.826487,2025-10-15 16:36:37.826487,Selesai,4.63
REQ-840,TKT-202504-0840,"Farah Pudjiastuti, S.E.",3,2025-04-20 03:03:43.131759,2025-04-23 02:03:43.131759,Selesai,3.94
REQ-841,TKT-202511-0841,Kadir Nasyiah,3,2025-11-19 05:31:30.433238,2025-11-21 10:31:30.433238,Selesai,4.48
REQ-842,TKT-202505-0842,Margana Anggraini,5,2025-05-01 11:17:03.620226,2025-05-02 21:17:03.620226,Selesai,4.64
REQ-843,TKT-202508-0843,Vanya Zulaika,3,2025-08-29 14:32:35.772179,2025-09-01 07:32:35.772179,Selesai,3.03
REQ-844,TKT-202506-0844,Warta Maulana,4,2025-06-22 01:48:23.408438,2025-06-25 01:48:23.408438,Selesai,4.45
REQ-845,TKT-202504-0845,Margana Anggraini,1,2025-04-22 16:07:06.843536,2025-04-22 23:07:06.843536,Selesai,3.01
REQ-846,TKT-202412-0846,Wirda Laksita,4,2024-12-10 07:19:54.526223,2024-12-10 17:19:54.526223,Selesai,3.65
REQ-847,TKT-202503-0847,"Halima Hutasoit, S.T.",5,2025-03-02 01:23:20.613237,2025-03-05 01:23:20.613237,Selesai,4.53
REQ-848,TKT-202504-0848,"Dagel Farida, M.Kom.",3,2025-04-27 11:02:18.190238,2025-04-28 07:02:18.190238,Selesai,3.92
REQ-849,TKT-202509-0849,Tgk. Cici Rajata,4,2025-09-07 16:11:57.071600,2025-09-08 13:11:57.071600,Selesai,3.77
REQ-850,TKT-202510-0850,Zamira Hidayat,4,2025-10-31 22:17:18.445309,2025-11-02 02:17:18.445309,Selesai,3.02
REQ-851,TKT-202505-0851,Cici Jailani,1,2025-05-07 22:29:27.203486,2025-05-09 15:29:27.203486,Selesai,3.07
REQ-852,TKT-202501-0852,Prabawa Firmansyah,4,2025-01-27 22:03:44.729893,2025-01-30 02:03:44.729893,Selesai,4.89
REQ-853,TKT-202508-0853,dr. Nasrullah Fujiati,5,2025-08-01 10:02:45.724630,2025-08-04 00:02:45.724630,Selesai,3.96
REQ-854,TKT-202507-0854,Mila Latupono,1,2025-07-23 06:11:32.382476,2025-07-26 03:11:32.382476,Selesai,4.43
REQ-855,TKT-202506-0855,dr. Jumadi Sirait,3,2025-06-24 00:29:53.884202,2025-06-26 07:29:53.884202,Selesai,3.42
REQ-856,TKT-202511-0856,Endah Prastuti,4,2025-11-05 20:49:28.297294,2025-11-07 22:49:28.297294,Selesai,3.22
REQ-857,TKT-202501-0857,"Mila Saragih, M.Pd",4,2025-01-17 13:29:25.220742,2025-01-18 08:29:25.220742,Selesai,3.74
REQ-858,TKT-202412-0858,Tgk. Cici Rajata,4,2024-12-14 01:59:56.599411,2024-12-16 21:59:56.599411,Selesai,3.52
REQ-859,TKT-202412-0859,"T. Martani Pranowo, S.Pt",3,2024-12-07 16:59:57.630563,2024-12-10 06:59:57.630563,Selesai,4.43
REQ-860,TKT-202510-0860,Mumpuni Mulyani,5,2025-10-07 14:08:16.546520,2025-10-08 16:08:16.546520,Selesai,3.4
REQ-861,TKT-202502-0861,Jessica Permadi,4,2025-02-28 07:23:18.263094,2025-03-01 21:23:18.263094,Selesai,4.5
REQ-862,TKT-202504-0862,Cawisono Marbun,1,2025-04-13 02:09:12.690044,2025-04-13 16:09:12.690044,Selesai,4.28
REQ-863,TKT-202508-0863,Jessica Permadi,4,2025-08-26 23:12:45.324082,2025-08-28 08:12:45.324082,Selesai,4.55
REQ-864,TKT-202502-0864,Ganep Gunawan,5,2025-02-05 11:26:40.569471,2025-02-06 18:26:40.569471,Selesai,3.21
REQ-865,TKT-202505-0865,Kadir Nasyiah,1,2025-05-11 02:45:56.731332,2025-05-12 21:45:56.731332,Selesai,4.49
REQ-866,TKT-202412-0866,Cici Jailani,4,2024-12-16 21:58:38.835824,2024-12-17 04:58:38.835824,Selesai,4.21
REQ-867,TKT-202507-0867,"Halima Hutasoit, S.T.",5,2025-07-21 03:37:58.486192,2025-07-24 03:37:58.486192,Selesai,3.75
REQ-868,TKT-202504-0868,Kadir Nasyiah,1,2025-04-23 09:10:21.768486,2025-04-23 23:10:21.768486,Selesai,4.36
REQ-869,TKT-202509-0869,"Endra Hutagalung, S.Pt",3,2025-09-05 00:48:45.931357,2025-09-07 20:48:45.931357,Selesai,4.13
REQ-870,TKT-202504-0870,Kartika Mandala,5,2025-04-03 01:55:21.224992,2025-04-04 07:55:21.224992,Selesai,4.55
REQ-871,TKT-202508-0871,dr. Nasrullah Fujiati,2,2025-08-04 02:30:28.947550,2025-08-04 05:30:28.947550,Selesai,3.26
REQ-872,TKT-202507-0872,Arsipatra Saragih,2,2025-07-04 23:57:35.832429,2025-07-07 17:57:35.832429,Selesai,4.5
REQ-873,TKT-202505-0873,Kamaria Hartati,4,2025-05-19 02:41:12.085079,2025-05-20 01:41:12.085079,Selesai,3.88
REQ-874,TKT-202509-0874,Kamaria Hartati,2,2025-09-15 16:33:12.658961,2025-09-16 15:33:12.658961,Selesai,3.13
REQ-875,TKT-202502-0875,Padma Mansur,1,2025-02-21 05:24:48.153085,2025-02-22 06:24:48.153085,Selesai,4.84
REQ-876,TKT-202509-0876,Zamira Hidayat,5,2025-09-05 03:25:11.643281,2025-09-07 21:25:11.643281,Selesai,3.03
REQ-877,TKT-202412-0877,Cindy Handayani,4,2024-12-15 11:55:33.094774,2024-12-15 16:55:33.094774,Selesai,3.35
REQ-878,TKT-202504-0878,Mulyanto Irawan,5,2025-04-24 21:01:07.443123,2025-04-26 20:01:07.443123,Selesai,3.82
REQ-879,TKT-202510-0879,Mila Latupono,2,2025-10-30 01:50:03.170664,2025-10-30 03:50:03.170664,Selesai,4.08
REQ-880,TKT-202502-0880,Mila Latupono,5,2025-02-10 16:16:49.483343,2025-02-12 23:16:49.483343,Selesai,4.21
REQ-881,TKT-202510-0881,Ir. Yessi Maulana,3,2025-10-07 04:04:07.010468,2025-10-07 13:04:07.010468,Selesai,3.15
REQ-882,TKT-202501-0882,Arsipatra Saragih,2,2025-01-19 23:03:40.229158,2025-01-21 00:03:40.229158,Selesai,3.98
REQ-883,TKT-202411-0883,Ozy Haryanto,1,2024-11-30 21:11:53.139664,2024-12-03 16:11:53.139664,Selesai,4.92
REQ-884,TKT-202505-0884,"R.M. Cahyadi Waskita, M.Ak",3,2025-05-09 01:44:56.143273,2025-05-11 22:44:56.143273,Selesai,4.98
REQ-885,TKT-202503-0885,Mulyanto Irawan,1,2025-03-19 04:06:08.726092,2025-03-19 19:06:08.726092,Selesai,3.39
REQ-886,TKT-202511-0886,Cindy Handayani,2,2025-11-17 18:08:58.190635,2025-11-18 04:08:58.190635,Selesai,3.01
REQ-887,TKT-202502-0887,"T. Martani Pranowo, S.Pt",3,2025-02-18 09:38:44.117091,2025-02-18 21:38:44.117091,Selesai,3.26
REQ-888,TKT-202509-0888,Mumpuni Mulyani,5,2025-09-25 00:17:59.471453,2025-09-26 15:17:59.471453,Selesai,4.13
REQ-889,TKT-202507-0889,Cici Jailani,5,2025-07-21 03:44:05.462084,2025-07-24 03:44:05.462084,Selesai,4.85
REQ-890,TKT-202510-0890,Zamira Hidayat,3,2025-10-07 00:55:43.525712,2025-10-08 18:55:43.525712,Selesai,3.58
REQ-891,TKT-202505-0891,"Halima Hutasoit, S.T.",5,2025-05-24 04:42:46.340904,2025-05-26 18:42:46.340904,Selesai,3.66
REQ-892,TKT-202501-0892,Zamira Hidayat,4,2025-01-09 05:23:44.742159,2025-01-09 11:23:44.742159,Selesai,4.02
REQ-893,TKT-202505-0893,"Dagel Farida, M.Kom.",4,2025-05-11 18:20:12.831002,2025-05-14 02:20:12.831002,Selesai,4.44
REQ-894,TKT-202508-0894,Warta Maulana,4,2025-08-16 19:28:47.287779,2025-08-17 10:28:47.287779,Selesai,3.38
REQ-895,TKT-202411-0895,"R.M. Cahyadi Waskita, M.Ak",2,2024-11-27 06:03:26.820599,2024-11-28 13:03:26.820599,Selesai,3.87
REQ-896,TKT-202503-0896,"Dagel Farida, M.Kom.",5,2025-03-13 20:29:22.611104,2025-03-15 03:29:22.611104,Selesai,4.56
REQ-897,TKT-202504-0897,Margana Anggraini,1,2025-04-18 09:43:55.935407,2025-04-19 01:43:55.935407,Selesai,3.52
REQ-898,TKT-202506-0898,Dr. Azalea Maulana,2,2025-06-18 08:59:17.560999,2025-06-19 16:59:17.560999,Selesai,4.75
REQ-899,TKT-202412-0899,"Endra Hutagalung, S.Pt",5,2024-12-24 05:10:36.167754,2024-12-25 07:10:36.167754,Selesai,4.68
REQ-900,TKT-202507-0900,"Farah Pudjiastuti, S.E.",1,2025-07-28 10:45:33.397939,2025-07-29 01:45:33.397939,Selesai,4.41
REQ-901,TKT-202508-0901,Ozy Haryanto,5,2025-08-08 13:28:08.683157,2025-08-10 10:28:08.683157,Selesai,3.52
REQ-902,TKT-202503-0902,"Nadia Wibowo, S.Psi",4,2025-03-13 01:24:28.111621,2025-03-13 03:24:28.111621,Selesai,4.31
REQ-903,TKT-202508-0903,Zalindra Damanik,4,2025-08-22 05:12:03.297477,2025-08-24 04:12:03.297477,Selesai,3.79
REQ-904,TKT-202504-0904,Wirda Laksita,4,2025-04-25 14:27:36.590482,2025-04-28 09:27:36.590482,Selesai,4.31
REQ-905,TKT-202508-0905,Jayeng Nugroho,3,2025-08-16 01:40:04.604630,2025-08-16 19:40:04.604630,Selesai,4.32
REQ-906,TKT-202506-0906,Kartika Mandala,4,2025-06-03 06:14:18.126471,2025-06-04 02:14:18.126471,Selesai,3.4
REQ-907,TKT-202504-0907,Langgeng Winarno,2,2025-04-19 06:14:17.350162,2025-04-21 20:14:17.350162,Selesai,4.87
REQ-908,TKT-202501-0908,"Halima Hutasoit, S.T.",2,2025-01-02 17:15:14.163519,2025-01-05 17:15:14.163519,Selesai,3.43
REQ-909,TKT-202501-0909,Zalindra Damanik,2,2025-01-10 00:09:24.108235,2025-01-11 18:09:24.108235,Selesai,4.04
REQ-910,TKT-202502-0910,"R.M. Cahyadi Waskita, M.Ak",4,2025-02-12 14:17:21.882299,2025-02-14 16:17:21.882299,Selesai,3.27
REQ-911,TKT-202510-0911,Kartika Mandala,2,2025-10-18 01:25:55.238678,2025-10-20 21:25:55.238678,Selesai,4.31
REQ-912,TKT-202503-0912,Wirda Laksita,3,2025-03-10 23:28:29.796636,2025-03-11 16:28:29.796636,Selesai,4.05
REQ-913,TKT-202412-0913,Zalindra Damanik,4,2024-12-11 14:25:16.655390,2024-12-12 21:25:16.655390,Selesai,4.79
REQ-914,TKT-202509-0914,Zalindra Damanik,2,2025-09-27 01:44:14.280692,2025-09-28 17:44:14.280692,Selesai,4.5
REQ-915,TKT-202509-0915,Jessica Permadi,2,2025-09-09 13:10:27.340473,2025-09-12 06:10:27.340473,Selesai,4.75
REQ-916,TKT-202505-0916,Vanya Zulaika,2,2025-05-17 02:24:39.346824,2025-05-17 13:24:39.346824,Selesai,4.02
REQ-917,TKT-202508-0917,"Mila Saragih, M.Pd",5,2025-08-09 00:55:34.050308,2025-08-10 15:55:34.050308,Selesai,3.75
REQ-918,TKT-202504-0918,Tgk. Cici Rajata,4,2025-04-19 22:02:55.911990,2025-04-22 20:02:55.911990,Selesai,4.95
REQ-919,TKT-202503-0919,Kartika Mandala,2,2025-03-05 18:32:19.516524,2025-03-08 02:32:19.516524,Selesai,3.59
REQ-920,TKT-202502-0920,dr. Jumadi Sirait,4,2025-02-21 08:10:39.543931,2025-02-23 23:10:39.543931,Selesai,4.02
REQ-921,TKT-202506-0921,Cici Jailani,3,2025-06-07 14:07:28.112347,2025-06-10 05:07:28.112347,Selesai,4.03
REQ-922,TKT-202412-0922,Vega Astuti,1,2024-12-26 05:23:43.881157,2024-12-28 08:23:43.881157,Selesai,4.58
REQ-923,TKT-202507-0923,Ir. Kardi Setiawan,1,2025-07-13 10:39:03.107591,2025-07-15 22:39:03.107591,Selesai,4.8
REQ-924,TKT-202501-0924,Jessica Permadi,3,2025-01-08 17:43:31.855394,2025-01-11 12:43:31.855394,Selesai,4.62
REQ-925,TKT-202502-0925,Adinata Mustofa,3,2025-02-01 04:48:49.303504,2025-02-01 10:48:49.303504,Selesai,4.3
REQ-926,TKT-202501-0926,Mila Latupono,1,2025-01-14 11:36:48.931344,2025-01-16 20:36:48.931344,Selesai,4.05
REQ-927,TKT-202506-0927,Langgeng Winarno,1,2025-06-02 11:21:42.247807,2025-06-04 22:21:42.247807,Selesai,3.77
REQ-928,TKT-202504-0928,Margana Anggraini,3,2025-04-01 14:03:09.004939,2025-04-03 01:03:09.004939,Selesai,3.25
REQ-929,TKT-202506-0929,Mulyanto Irawan,3,2025-06-08 05:13:33.638056,2025-06-08 08:13:33.638056,Selesai,4.26
REQ-930,TKT-202509-0930,Cindy Handayani,2,2025-09-29 16:57:32.699144,2025-10-01 16:57:32.699144,Selesai,4.5
REQ-931,TKT-202511-0931,Margana Anggraini,5,2025-11-10 17:06:02.655869,2025-11-11 10:06:02.655869,Selesai,3.12
REQ-932,TKT-202501-0932,Jessica Permadi,3,2025-01-10 06:13:10.756539,2025-01-13 05:13:10.756539,Selesai,3.96
REQ-933,TKT-202503-0933,Ir. Kardi Setiawan,1,2025-03-30 15:58:57.138917,2025-03-31 01:58:57.138917,Selesai,3.99
REQ-934,TKT-202511-0934,Tgk. Titin Saefullah,2,2025-11-16 01:10:29.862267,2025-11-16 19:10:29.862267,Selesai,3.39
REQ-935,TKT-202509-0935,Lintang Astuti,3,2025-09-23 20:10:08.595626,2025-09-26 20:10:08.595626,Selesai,3.08
REQ-936,TKT-202506-0936,Warta Maulana,5,2025-06-01 11:06:56.119127,2025-06-02 13:06:56.119127,Selesai,4.17
REQ-937,TKT-202503-0937,Arsipatra Saragih,1,2025-03-14 07:22:28.833120,2025-03-15 06:22:28.833120,Selesai,3.9
REQ-938,TKT-202412-0938,Mulyanto Irawan,1,2024-12-15 13:43:30.010162,2024-12-18 13:43:30.010162,Selesai,3.71
REQ-939,TKT-202501-0939,Lintang Astuti,3,2025-01-23 06:25:03.434448,2025-01-24 19:25:03.434448,Selesai,4.9
REQ-940,TKT-202502-0940,Arsipatra Saragih,3,2025-02-09 23:59:36.807822,2025-02-12 19:59:36.807822,Selesai,3.55
REQ-941,TKT-202412-0941,Radika Andriani,3,2024-12-26 15:12:21.344384,2024-12-27 03:12:21.344384,Selesai,3.71
REQ-942,TKT-202502-0942,Margana Anggraini,5,2025-02-17 01:06:42.040672,2025-02-17 05:06:42.040672,Selesai,3.48
REQ-943,TKT-202412-0943,"Halima Hutasoit, S.T.",1,2024-12-09 04:48:18.015258,2024-12-10 07:48:18.015258,Selesai,3.4
REQ-944,TKT-202507-0944,Ozy Haryanto,3,2025-07-02 14:09:40.648912,2025-07-03 08:09:40.648912,Selesai,4.46
REQ-945,TKT-202503-0945,Cici Jailani,1,2025-03-22 19:38:53.911322,2025-03-25 19:38:53.911322,Selesai,3.69
REQ-946,TKT-202510-0946,Warta Maulana,1,2025-10-05 06:26:18.740770,2025-10-07 00:26:18.740770,Selesai,4.53
REQ-947,TKT-202510-0947,Cawisono Marbun,3,2025-10-23 21:13:19.102270,2025-10-24 17:13:19.102270,Selesai,4.51
REQ-948,TKT-202507-0948,Mumpuni Mulyani,5,2025-07-30 11:46:48.797343,2025-08-02 00:46:48.797343,Selesai,4.54
REQ-949,TKT-202505-0949,Karya Siregar,3,2025-05-26 09:01:09.872827,2025-05-26 13:01:09.872827,Selesai,3.53
REQ-950,TKT-202505-0950,Padma Mansur,2,2025-05-21 21:45:58.552616,2025-05-22 20:45:58.552616,Selesai,4.0
REQ-951,TKT-202503-0951,"T. Martani Pranowo, S.Pt",2,2025-03-31 21:01:54.562313,2025-04-02 22:01:54.562313,Selesai,3.91
REQ-952,TKT-202503-0952,Langgeng Winarno,3,2025-03-04 17:20:20.685514,2025-03-06 16:20:20.685514,Selesai,4.36
REQ-953,TKT-202502-0953,Endah Prastuti,5,2025-02-22 08:22:17.771900,2025-02-24 15:22:17.771900,Selesai,3.67
REQ-954,TKT-202508-0954,Endah Prastuti,1,2025-08-20 04:36:44.977675,2025-08-21 19:36:44.977675,Selesai,4.43
REQ-955,TKT-202510-0955,"Dagel Farida, M.Kom.",1,2025-10-02 20:00:49.554767,2025-10-05 09:00:49.554767,Selesai,3.31
REQ-956,TKT-202501-0956,Mumpuni Mulyani,3,2025-01-03 07:06:40.183458,2025-01-05 23:06:40.183458,Selesai,4.91
REQ-957,TKT-202508-0957,"Mila Saragih, M.Pd",4,2025-08-28 21:44:17.531778,2025-08-31 18:44:17.531778,Selesai,4.05
REQ-958,TKT-202510-0958,Tgk. Titin Saefullah,2,2025-10-10 14:31:20.542390,2025-10-12 17:31:20.542390,Selesai,4.58
REQ-959,TKT-202510-0959,Jagapati Narpati,5,2025-10-19 10:16:15.596799,2025-10-20 20:16:15.596799,Selesai,3.13
REQ-960,TKT-202509-0960,"Dagel Farida, M.Kom.",3,2025-09-21 06:46:52.069873,2025-09-21 20:46:52.069873,Selesai,4.17
REQ-961,TKT-202510-0961,Jayeng Nugroho,2,2025-10-31 00:19:35.506702,2025-11-01 03:19:35.506702,Selesai,4.38
REQ-962,TKT-202412-0962,Arsipatra Saragih,3,2024-12-06 22:19:51.798637,2024-12-08 06:19:51.798637,Selesai,4.47
REQ-963,TKT-202412-0963,Zalindra Damanik,2,2024-12-27 13:30:45.209905,2024-12-29 13:30:45.209905,Selesai,3.97
REQ-964,TKT-202412-0964,Warta Maulana,4,2024-12-15 01:13:50.246476,2024-12-16 06:13:50.246476,Selesai,4.27
REQ-965,TKT-202503-0965,Arsipatra Saragih,4,2025-03-10 21:05:42.285838,2025-03-12 18:05:42.285838,Selesai,4.04
REQ-966,TKT-202508-0966,dr. Nasrullah Fujiati,3,2025-08-29 05:33:00.193117,2025-08-31 09:33:00.193117,Selesai,3.54
REQ-967,TKT-202412-0967,"Umar Uwais, S.I.Kom",1,2024-12-24 04:03:48.334568,2024-12-27 03:03:48.334568,Selesai,3.28
REQ-968,TKT-202506-0968,Arsipatra Saragih,3,2025-06-20 05:11:55.715955,2025-06-20 08:11:55.715955,Selesai,3.17
REQ-969,TKT-202506-0969,dr. Nasrullah Fujiati,2,2025-06-01 07:29:50.844112,2025-06-03 21:29:50.844112,Selesai,4.51
REQ-970,TKT-202510-0970,Jessica Permadi,3,2025-10-03 20:57:00.557888,2025-10-04 07:57:00.557888,Selesai,3.8
REQ-971,TKT-202506-0971,Ir. Kardi Setiawan,4,2025-06-30 23:46:11.822632,2025-07-02 20:46:11.822632,Selesai,4.27
REQ-972,TKT-202501-0972,Dr. Azalea Maulana,3,2025-01-25 01:37:32.017668,2025-01-25 20:37:32.017668,Selesai,4.63
REQ-973,TKT-202504-0973,"R.M. Cahyadi Waskita, M.Ak",3,2025-04-01 13:10:34.172701,2025-04-04 10:10:34.172701,Selesai,3.58
REQ-974,TKT-202509-0974,Mulyanto Irawan,3,2025-09-26 18:14:36.524110,2025-09-28 09:14:36.524110,Selesai,4.81
REQ-975,TKT-202509-0975,Zamira Hidayat,2,2025-09-13 09:16:53.649125,2025-09-14 01:16:53.649125,Selesai,3.44
REQ-976,TKT-202503-0976,Endah Prastuti,5,2025-03-18 08:21:15.185901,2025-03-19 07:21:15.185901,Selesai,3.52
REQ-977,TKT-202508-0977,Mila Latupono,4,2025-08-17 15:03:08.930979,2025-08-19 05:03:08.930979,Selesai,3.77
REQ-978,TKT-202509-0978,Mila Latupono,3,2025-09-20 03:30:31.555192,2025-09-22 13:30:31.555192,Selesai,4.47
REQ-979,TKT-202507-0979,Wirda Laksita,1,2025-07-15 03:53:31.384001,2025-07-15 22:53:31.384001,Selesai,3.36
